ID,Verb,Variable,NewVal,Comment,Reviewer
2019-09-16 11:49:16,Delete,,,"Duplicated value, keep first measurement",Ian Leslie
2019-09-16 11:50:24,Delete,,,"Duplicated value, keep first measurement",Ian Leslie
