Instrument,Date_Time,Application,Sample_ID,Customer_ID,Comment,Operator,SubSamples,UsedSubSamples,ProtDM,Outlier,Moisture,Outlier,StarchDM,Outlier,WGlutDM,Outlier
12417169,2021-08-05 10:53:53,WH110907,CE41GP2020SWGr,Huggins,,ARS,5,5,9.2985,0000,9.4790,0000,75.1612,0002,24.9945,0000
12417169,2021-08-05 10:55:26,WH110907,CE36GP2020SWGr,Huggins,,ARS,5,5,9.0495,0000,9.3334,0000,75.3113,0002,24.3833,0000
12417169,2021-08-05 10:56:36,WH110907,CE35GP2020SWGr,Huggins,,ARS,5,5,9.8867,0000,9.3046,0000,74.5460,0000,27.1355,0000
12417169,2021-08-05 10:57:58,WH110907,CE48GP2020SWGr,Huggins,,ARS,5,5,9.4601,0000,9.4777,0000,75.0345,0002,25.8475,0000
12417169,2021-08-05 10:59:14,WH110907,CE44GP2020SWGr,Huggins,,ARS,5,5,9.7790,0000,9.2170,0000,73.8880,0000,26.6294,0000
12417169,2021-08-05 11:00:27,WH110907,CE42GP2020SWGr,Huggins,,ARS,5,5,9.1360,0000,9.2678,0000,75.7239,0002,24.4279,0000
12417169,2021-08-05 11:01:34,WH110907,CE38GP2020SWGr,Huggins,,ARS,5,5,9.9263,0000,9.5453,0000,73.4656,0000,26.6344,0000
12417169,2021-08-05 11:02:39,WH110907,CE47GP2020SWGr,Huggins,,ARS,5,5,9.9860,0000,9.3991,0000,73.6847,0000,27.3323,0000
12417169,2021-08-05 11:03:50,WH110907,CE46GP2020SWGr,Huggins,,ARS,5,5,11.3263,0000,9.4151,0000,71.7323,0000,30.6218,0000
12417169,2021-08-05 11:04:56,WH110907,CE37GP2020SWGr,Huggins,,ARS,5,5,7.8951,0000,9.3103,0000,76.1844,0003,19.9297,0000
12417169,2021-08-05 11:06:33,WH110907,CE39GP2020SWGr,Huggins,,ARS,5,5,9.3504,0000,9.2817,0000,73.8267,0000,25.2318,0000
12417169,2021-08-05 11:07:35,WH110907,CE43GP2020SWGr,Huggins,,ARS,5,5,11.3341,0000,9.3897,0000,72.2001,0000,30.6198,0000
12417169,2021-08-05 11:08:39,WH110907,CE40GP2020SWGr,Huggins,,ARS,5,5,7.9704,0000,9.1650,0000,74.9210,0001,20.6657,0000
12417169,2021-08-05 11:09:46,WH110907,CE45GP2020SWGr,Huggins,,ARS,5,5,10.3809,0000,9.3259,0000,73.1070,0000,28.4441,0000
12417169,2021-08-05 11:12:23,WH110907,CE27GP2020SWGr,Huggins,,ARS,5,5,9.4416,0000,9.1269,0000,74.9324,0001,25.9180,0000
12417169,2021-08-05 11:13:34,WH110907,CE26GP2020SWGr,Huggins,,ARS,5,5,9.5216,0000,8.8890,0000,75.4295,0002,26.0306,0000
12417169,2021-08-05 11:14:55,WH110907,CE25GP2020SWGr,Huggins,,ARS,5,5,9.8780,0000,8.9711,0000,74.6343,0000,26.8676,0000
12417169,2021-08-05 11:16:09,WH110907,CE34GP2020SWGr,Huggins,,ARS,5,5,9.5511,0000,9.1126,0000,74.9311,0001,26.1619,0000
12417169,2021-08-05 11:17:26,WH110907,CE33GP2020SWGr,Huggins,,ARS,5,5,9.9399,0000,9.1542,0000,74.0565,0000,27.2883,0000
12417169,2021-08-05 11:18:38,WH110907,CE29GP2020SWGr,Huggins,,ARS,5,5,9.3947,0000,9.1455,0000,75.0140,0002,25.7376,0000
12417169,2021-08-05 11:19:36,WH110907,CE24GP2020SWGr,Huggins,,ARS,5,5,9.3299,0000,9.0423,0000,75.3145,0002,25.4196,0000
12417169,2021-08-05 11:20:33,WH110907,CE30GP2020SWGr,Huggins,,ARS,5,5,10.5105,0000,9.0597,0000,73.6582,0000,28.8381,0000
12417169,2021-08-05 11:21:41,WH110907,CE28GP2020SWGr,Huggins,,ARS,5,5,10.0845,0000,9.0424,0000,74.5733,0000,27.7281,0000
12417169,2021-08-05 11:22:41,WH110907,CE31GP2020SWGr,Huggins,,ARS,5,5,9.8053,0000,9.1162,0000,74.7159,0001,26.7758,0000
12417169,2021-08-05 11:23:46,WH110907,CE32GP2020SWGr,Huggins,,ARS,5,5,9.6592,0000,8.9952,0000,75.0505,0002,26.3577,0000
12417169,2021-08-05 11:25:13,WH110907,CE17GP2020SWGr,Huggins,,ARS,5,5,10.1683,0000,8.9452,0000,75.2355,0002,27.5613,0000
12417169,2021-08-05 11:26:19,WH110907,CE14GP2020SWGr,Huggins,,ARS,5,5,8.2986,0000,8.8869,0000,75.9464,0002,21.0978,0000
12417169,2021-08-05 11:27:26,WH110907,CE19GP2020SWGr,Huggins,,ARS,5,5,11.4870,0000,8.6435,0000,69.9400,0000,30.3485,0000
12417169,2021-08-05 11:28:29,WH110907,CE20GP2020SWGr,Huggins,,ARS,5,5,10.2531,0000,8.6776,0000,74.1531,0000,28.2760,0000
12417169,2021-08-05 11:29:32,WH110907,CE23GP2020SWGr,Huggins,,ARS,5,5,8.8483,0000,8.9915,0000,76.1008,0003,23.2961,0000
12417169,2021-08-05 11:30:35,WH110907,CE12GP2020SWGr,Huggins,,ARS,5,5,9.1150,0000,9.0450,0000,75.7308,0002,24.5304,0000
12417169,2021-08-05 11:31:37,WH110907,CE22GP2020SWGr,Huggins,,ARS,5,5,10.2479,0000,8.9221,0000,74.6626,0001,28.1014,0000
12417169,2021-08-05 11:32:44,WH110907,CE11GP2020SWGr,Huggins,,ARS,5,5,9.8791,0000,9.0027,0000,75.0500,0002,26.9872,0000
12417169,2021-08-05 11:33:42,WH110907,CE15GP2020SWGr,Huggins,,ARS,5,5,8.8364,0000,9.0196,0000,76.2260,0003,23.2739,0000
