Instrument,Date_Time,Application,Sample_ID,Customer_ID,Comment,Operator,SubSamples,UsedSubSamples,ProtDM,Outlier,Moisture,Outlier,StarchDM,Outlier,WGlutDM,Outlier
12417169,2022-09-09 14:06:37,WH110907,CW566GP2020SWGr,Huggins,,ARS,5,5,9.9159,0000,10.7739,0000,70.7059,0000,25.2243,0000
12417169,2022-09-09 14:07:38,WH110907,CW557GP2020SWGr,Huggins,,ARS,5,5,8.9574,0000,10.4449,0000,70.9551,0000,24.1575,0000
12417169,2022-09-09 14:08:29,WH110907,CW549GP2020SWGr,Huggins,,ARS,5,5,10.0493,0000,10.7543,0000,71.0775,0000,27.3715,0000
12417169,2022-09-09 14:09:16,WH110907,CW555GP2020SWGr,Huggins,,ARS,5,5,10.2952,0000,10.7443,0000,70.0106,0000,28.0751,0000
12417169,2022-09-09 14:10:03,WH110907,CW560GP2020SWGr,Huggins,,ARS,5,5,10.2558,0000,10.2097,0000,71.4768,0000,27.8553,0000
12417169,2022-09-09 14:10:57,WH110907,CW558GP2020SWGr,Huggins,,ARS,5,5,8.7812,0000,10.0391,0000,73.7533,0000,22.9304,0000
12417169,2022-09-09 14:11:45,WH110907,CW563GP2020SWGr,Huggins,,ARS,5,5,9.8177,0000,10.2907,0000,70.5559,0000,23.9855,0000
12417169,2022-09-09 14:12:40,WH110907,CW567GP2020SWGr,Huggins,,ARS,5,5,10.1492,0000,10.6690,0000,69.5165,0000,28.0409,0000
12417169,2022-09-09 14:13:41,WH110907,CW561GP2020SWGr,Huggins,,ARS,5,5,9.4763,0000,9.9789,0000,73.2471,0000,25.4405,0000
12417169,2022-09-09 14:14:30,WH110907,CW546GP2020SWGr,Huggins,,ARS,5,5,9.6828,0000,10.2721,0000,72.2958,0000,26.0848,0000
12417169,2022-09-09 14:15:22,WH110907,CW556GP2020SWGr,Huggins,,ARS,5,5,10.9914,0000,9.5728,0000,71.3406,0000,29.8377,0000
12417169,2022-09-09 14:16:12,WH110907,CW562GP2020SWGr,Huggins,,ARS,5,5,10.8195,0000,10.9581,0000,69.8468,0000,27.5556,0000
12417169,2022-09-09 14:17:09,WH110907,CW550GP2020SWGr,Huggins,,ARS,5,5,11.7784,0000,11.0485,0000,64.0627,0000,26.1103,0000
12417169,2022-09-09 14:18:10,WH110907,CW552GP2020SWGr,Huggins,,ARS,5,5,10.3527,0000,10.6989,0000,70.3318,0000,27.7776,0000
12417169,2022-09-09 14:19:04,WH110907,CW565GP2020SWGr,Huggins,,ARS,5,5,9.9796,0000,10.3808,0000,71.2144,0000,25.6699,0000
12417169,2022-09-09 14:19:59,WH110907,CW548GP2020SWGr,Huggins,,ARS,5,5,12.3176,0000,10.8250,0000,68.2564,0000,32.2812,0000
12417169,2022-09-09 14:20:53,WH110907,CW547GP2020SWGr,Huggins,,ARS,5,5,11.1517,0000,10.6805,0000,69.5290,0000,28.2309,0000
12417169,2022-09-09 14:21:48,WH110907,CW553GP2020SWGr,Huggins,,ARS,5,5,11.7023,0000,10.8179,0000,68.0712,0000,30.4962,0000
12417169,2022-09-09 14:22:36,WH110907,CW551GP2020SWGr,Huggins,,ARS,5,5,9.6767,0000,10.5712,0000,71.6832,0000,25.2627,0000
12417169,2022-09-09 14:23:26,WH110907,CW564GP2020SWGr,Huggins,,ARS,5,5,11.4456,0000,10.7438,0000,68.3711,0000,29.7752,0000
12417169,2022-09-09 14:24:18,WH110907,CW554GP2020SWGr,Huggins,,ARS,5,5,9.7652,0000,10.6960,0000,71.6079,0000,25.5144,0000
12417169,2022-09-09 15:04:35,WH110907,CW525GP2020SWGr,Huggins,,ARS,5,5,12.8613,0000,9.7934,0000,66.9956,0000,34.6124,0000
12417169,2022-09-09 15:05:28,WH110907,CW510GP2020SWGr,Huggins,,ARS,5,5,10.9717,0000,10.1586,0000,70.5015,0000,30.0606,0000
12417169,2022-09-09 15:06:13,WH110907,CW513GP2020SWGr,Huggins,,ARS,5,5,11.0988,0000,9.7553,0000,70.9770,0000,29.6406,0000
12417169,2022-09-09 15:07:01,WH110907,CW515GP2020SWGr,Huggins,,ARS,5,5,9.8011,0000,9.7207,0000,72.6258,0000,26.3320,0000
12417169,2022-09-09 15:08:14,WH110907,CW518GP2020SWGr,Huggins,,ARS,5,5,10.2052,0000,10.2949,0000,70.9829,0000,26.6644,0000
12417169,2022-09-09 15:09:02,WH110907,CW517GP2020SWGr,Huggins,,ARS,5,5,9.7224,0000,10.1412,0000,71.6517,0000,25.5958,0000
12417169,2022-09-09 15:09:49,WH110907,CW511GP2020SWGr,Huggins,,ARS,5,5,8.4176,0000,9.5561,0000,74.4204,0001,21.8975,0000
12417169,2022-09-09 15:10:40,WH110907,CW523GP2020SWGr,Huggins,,ARS,5,5,8.7106,0000,10.3872,0000,74.4213,0001,22.8241,0000
12417169,2022-09-09 15:11:30,WH110907,CW528GP2020SWGr,Huggins,,ARS,5,5,8.8611,0000,10.0344,0000,73.4975,0000,23.5374,0000
12417169,2022-09-09 15:12:18,WH110907,CW527GP2020SWGr,Huggins,,ARS,5,5,9.1356,0000,10.2617,0000,72.6753,0000,24.4959,0000
12417169,2022-09-09 15:13:07,WH110907,CW526GP2020SWGr,Huggins,,ARS,5,5,11.1157,0000,9.5867,0000,72.1873,0000,29.7646,0000
12417169,2022-09-09 15:13:56,WH110907,CW519GP2020SWGr,Huggins,,ARS,5,5,9.6670,0000,10.1278,0000,71.8122,0000,26.4347,0000
12417169,2022-09-09 15:14:46,WH110907,CW524GP2020SWGr,Huggins,,ARS,5,5,12.5765,0000,10.4459,0000,64.9306,0000,31.2744,0000
12417169,2022-09-09 15:15:35,WH110907,CW520GP2020SWGr,Huggins,,ARS,5,5,11.0916,0000,9.9538,0000,70.1396,0000,29.6586,0000
12417169,2022-09-09 15:16:22,WH110907,CW516GP2020SWGr,Huggins,,ARS,5,5,10.1213,0000,10.3222,0000,71.1675,0000,26.9636,0000
12417169,2022-09-09 15:17:12,WH110907,CW521GP2020SWGr,Huggins,,ARS,5,5,8.7488,0000,9.2017,0000,75.3599,0002,22.9777,0000
12417169,2022-09-09 15:18:02,WH110907,CW514GP2020SWGr,Huggins,,ARS,5,5,8.1474,0000,10.1670,0000,73.0227,0000,19.0200,0000
12417169,2022-09-09 15:18:48,WH110907,CW522GP2020SWGr,Huggins,,ARS,5,5,10.2190,0000,10.1617,0000,71.3313,0000,25.9917,0000
12417169,2022-09-09 15:19:36,WH110907,CW512GP2020SWGr,Huggins,,ARS,5,5,10.3989,0000,10.0229,0000,71.8322,0000,27.3781,0000
12417169,2022-09-09 15:39:55,WH110907,CW530GP2020SWGr,Huggins,,ARS,5,5,11.4315,0000,10.5953,0000,68.5548,0000,29.9052,0000
12417169,2022-09-09 15:40:43,WH110907,CW537GP2020SWGr,Huggins,,ARS,5,5,9.6091,0000,10.5449,0000,70.1308,0000,24.6605,0000
12417169,2022-09-09 15:41:42,WH110907,CW536GP2020SWGr,Huggins,,ARS,5,5,11.3488,0000,10.1352,0000,70.2452,0000,30.9078,0000
12417169,2022-09-09 15:42:47,WH110907,CW542GP2020SWGr,Huggins,,ARS,5,5,10.3849,0000,9.6649,0000,71.7242,0000,28.3768,0000
12417169,2022-09-09 15:43:35,WH110907,CW540GP2020SWGr,Huggins,,ARS,5,5,9.1831,0000,10.5162,0000,72.7611,0000,24.6359,0000
12417169,2022-09-09 15:44:23,WH110907,CW533GP2020SWGr,Huggins,,ARS,5,5,8.3511,0000,10.3652,0000,74.2184,0000,21.7993,0000
12417169,2022-09-09 15:45:09,WH110907,CW535GP2020SWGr,Huggins,,ARS,5,5,13.3732,0000,10.5928,0000,63.9352,0010,33.8771,0000
12417169,2022-09-09 15:46:01,WH110907,CW543GP2020SWGr,Huggins,,ARS,5,5,10.3898,0000,10.4778,0000,70.5976,0000,28.7257,0000
12417169,2022-09-09 15:46:51,WH110907,CW541GP2020SWGr,Huggins,,ARS,5,5,10.5972,0000,9.8010,0000,72.6700,0000,28.2010,0000
12417169,2022-09-09 15:47:38,WH110907,CW544GP2020SWGr,Huggins,,ARS,5,5,9.5360,0000,10.1467,0000,72.3222,0000,25.5467,0000
12417169,2022-09-09 15:48:26,WH110907,CW545GP2020SWGr,Huggins,,ARS,5,5,9.4386,0000,10.0731,0000,73.3296,0000,25.1239,0000
12417169,2022-09-09 15:49:17,WH110907,CW539GP2020SWGr,Huggins,,ARS,5,5,8.5396,0000,10.0214,0000,73.8826,0000,22.7833,0000
12417169,2022-09-09 15:50:05,WH110907,CW531GP2020SWGr,Huggins,,ARS,5,5,9.1197,0000,9.5541,0000,73.5958,0000,24.5969,0000
12417169,2022-09-09 15:50:49,WH110907,CW534GP2020SWGr,Huggins,,ARS,5,5,11.8253,0000,10.3826,0000,68.9153,0000,30.8392,0000
12417169,2022-09-09 15:51:36,WH110907,CW532GP2020SWGr,Huggins,,ARS,5,5,9.1988,0000,10.1834,0000,72.4268,0000,24.7881,0000
12417169,2022-09-09 15:52:24,WH110907,CW529GP2020SWGr,Huggins,,ARS,5,5,10.0380,0000,10.3271,0000,71.2645,0000,26.9727,0000
12417169,2022-09-09 15:53:11,WH110907,CW538GP2020SWGr,Huggins,,ARS,5,5,10.6263,0000,9.9935,0000,70.6372,0000,28.8946,0000
