Analysis Time,Product Name,Product Code,Sample Type,Sample Number,Sample Comment,Instrument Name,Instrument Serial Number,Protein0%,Standard Deviation Protein0%,Min Protein0%,Max Protein0%,Residual Protein0%,Leverage Protein0%,Ref Protein0%,Moisture,Standard Deviation Moisture,Min Moisture,Max Moisture,Residual Moisture,Leverage Moisture,Ref Moisture,Starch0%,Standard Deviation Starch0%,Min Starch0%,Max Starch0%,Residual Starch0%,Leverage Starch0%,Ref Starch0%,Gluten0%,Standard Deviation Gluten0%,Min Gluten0%,Max Gluten0%,Residual Gluten0%,Leverage Gluten0%,Ref Gluten0%,Zeleny0%,Standard Deviation Zeleny0%,Min Zeleny0%,Max Zeleny0%,Residual Zeleny0%,Leverage Zeleny0%,Ref Zeleny0%,TW,Ref TW,Calibration type
11/6/2023 16:49,Wheat II,60073697 WH,Normal,2B_4_Lime_N_2023_WW_Gr,,Infratec,91915904,11.49,0.128,11.31,11.682,0,0,,11.22,0.026,11.176,11.252,0,0,,71.56,0.284,71.262,72.006,0,0,,27.82,0.562,26.758,28.55,0,0,,40.35,0.825,38.741,41.484,0,0,,62.05,,
11/6/2023 16:51,Wheat II,60073697 WH,Normal,2B_3_Lime_N_2023_WW_Gr,,Infratec,91915904,10.84,0.139,10.67,11.072,0,0,,11.16,0.033,11.105,11.215,0,0,,72.17,0.214,71.859,72.626,0,0,,25.51,0.716,24.228,26.573,0,0,,37.39,0.951,35.768,38.902,0,0,,62,,
11/6/2023 16:53,Wheat II,60073697 WH,Normal,2B_1_Lime_N_2023_WW_Gr,,Infratec,91915904,11.25,0.177,10.929,11.405,0,0,,11.25,0.058,11.139,11.313,0,0,,71.9,0.247,71.579,72.362,0,0,,26.86,0.662,25.827,27.689,0,0,,39.53,1.195,37.603,41.07,0,0,,62.07,,
11/6/2023 17:15,Wheat II,60073697 WH,Normal,4A_3_Lime_O_2023_WW_Gr,,Infratec,91915904,12.06,0.134,11.837,12.256,0,0,,11.33,0.065,11.25,11.423,0,0,,70.9,0.286,70.496,71.277,0,0,,29.45,0.4,28.888,30.217,0,0,,41.75,1.741,39.227,45.075,0,0,,62.14,,
11/6/2023 17:16,Wheat II,60073697 WH,Normal,4A_2_Lime_O_2023_WW_Gr,,Infratec,91915904,11.66,0.177,11.266,11.862,0,0,,11.34,0.045,11.283,11.439,0,0,,71.31,0.369,70.792,72.03,0,0,,28.24,0.557,27.024,29.083,0,0,,40.9,1.268,38.875,42.812,0,0,,62.57,,
11/6/2023 17:18,Wheat II,60073697 WH,Normal,4A_1_Lime_O_2023_WW_Gr,,Infratec,91915904,12.85,0.228,12.526,13.335,0,0,,11.54,0.057,11.473,11.651,0,0,,70.12,0.351,69.599,70.603,0,0,,31.67,0.434,31.02,32.585,0,0,,46.79,2.032,42.892,50.714,0,0,,62.65,,
11/6/2023 17:19,Wheat II,60073697 WH,Normal,4A_4_Lime_O_2023_WW_Gr,,Infratec,91915904,11.35,0.146,11.087,11.5,0,0,,11.07,0.026,11.027,11.113,0,0,,71.66,0.311,71.157,72.194,0,0,,27.51,0.692,26.219,28.393,0,0,,39.76,0.771,38.289,40.523,0,0,,62.41,,
11/6/2023 17:21,Wheat II,60073697 WH,Normal,4A_4_Lime_N_2023_WW_Gr,,Infratec,91915904,11.42,0.121,11.215,11.588,0,0,,11.31,0.03,11.249,11.362,0,0,,71.55,0.34,71.046,71.926,0,0,,27.83,0.43,27.048,28.37,0,0,,40.65,0.858,39.012,42.28,0,0,,62.21,,
11/6/2023 17:23,Wheat II,60073697 WH,Normal,4A_2_Lime_N_2023_WW_Gr,,Infratec,91915904,12.78,0.152,12.514,13.072,0,0,,11.52,0.025,11.497,11.576,0,0,,69.99,0.411,69.363,70.59,0,0,,31.44,0.37,30.9,32.114,0,0,,47.29,1.897,44.592,50.661,0,0,,60.77,,
11/6/2023 17:24,Wheat II,60073697 WH,Normal,4A_3_Lime_N_2023_WW_Gr,,Infratec,91915904,11.7,0.141,11.482,11.984,0,0,,11.34,0.03,11.28,11.365,0,0,,71.4,0.218,71.116,71.954,0,0,,28.7,0.397,28.091,29.543,0,0,,42.37,1.398,39.496,45.073,0,0,,61.74,,
11/6/2023 17:26,Wheat II,60073697 WH,Normal,4A_1_Lime_N_2023_WW_Gr,,Infratec,91915904,11.81,0.261,11.434,12.257,0,0,,11.29,0.032,11.232,11.328,0,0,,71.23,0.358,70.715,71.901,0,0,,29.04,0.632,28.276,30.094,0,0,,40.7,0.522,40.058,41.351,0,0,,62.24,,
11/6/2023 17:27,Wheat II,60073697 WH,Normal,4B_2_Lime_N_2023_WW_Gr,,Infratec,91915904,11.75,0.199,11.364,12.034,0,0,,11,0.045,10.935,11.061,0,0,,70.72,0.224,70.385,71.074,0,0,,29.35,0.488,28.539,29.945,0,0,,42.73,1.89,39.552,46.446,0,0,,60.96,,
11/6/2023 17:29,Wheat II,60073697 WH,Normal,4B_1_Lime_O_2023_WW_Gr,,Infratec,91915904,13.08,0.142,12.809,13.279,0,0,,11.35,0.036,11.292,11.423,0,0,,69.33,0.157,69.047,69.535,0,0,,32.63,0.192,32.251,32.81,0,0,,48.93,1.837,45.368,50.978,0,0,,60,,
11/6/2023 17:31,Wheat II,60073697 WH,Normal,4B_1_Lime_N_2023_WW_Gr,,Infratec,91915904,12,0.199,11.742,12.313,0,0,,10.95,0.039,10.883,11.013,0,0,,70.37,0.423,69.844,71.025,0,0,,29.76,0.513,29.048,30.65,0,0,,43.52,1.653,41.583,46.49,0,0,,61.93,,
11/6/2023 17:32,Wheat II,60073697 WH,Normal,4B_3_Lime_O_2023_WW_Gr,,Infratec,91915904,12.71,0.161,12.407,12.945,0,0,,11.21,0.024,11.166,11.248,0,0,,70.19,0.365,69.483,70.704,0,0,,31.53,0.378,30.627,31.951,0,0,,44.81,1.958,41.361,48.449,0,0,,62.78,,
11/6/2023 17:34,Wheat II,60073697 WH,Normal,4B_3_Lime_N_2023_WW_Gr,,Infratec,91915904,11.26,0.146,10.987,11.522,0,0,,11.44,0.034,11.401,11.506,0,0,,71.99,0.279,71.675,72.513,0,0,,27.24,0.478,26.433,28.137,0,0,,38.31,1.093,36.322,39.875,0,0,,63.33,,
11/6/2023 17:35,Wheat II,60073697 WH,Normal,4B_4_Lime_N_2023_WW_Gr,,Infratec,91915904,12.8,0.16,12.542,13.1,0,0,,11.09,0.039,11.017,11.136,0,0,,69.07,0.363,68.462,69.544,0,0,,31.92,0.433,31.411,32.541,0,0,,47.06,1.529,44.738,49.761,0,0,,59.24,,
11/6/2023 17:36,Wheat II,60073697 WH,Normal,4B_2_Lime_O_2023_WW_Gr,,Infratec,91915904,12.53,0.154,12.128,12.659,0,0,,11.2,0.094,11.072,11.327,0,0,,69.83,0.282,69.448,70.317,0,0,,31.25,0.399,30.409,31.822,0,0,,45.61,1.048,43.849,47.544,0,0,,60.76,,
11/6/2023 17:38,Wheat II,60073697 WH,Normal,4B_4_Lime_O_2023_WW_Gr,,Infratec,91915904,12.65,0.143,12.452,12.842,0,0,,11.04,0.027,10.986,11.064,0,0,,69.81,0.209,69.56,70.226,0,0,,31.81,0.312,31.232,32.323,0,0,,46.46,1.627,43.83,48.522,0,0,,60.53,,
